10/16/2025 19:09:42 [*]  Process successfully created. (PID): 6428
10/16/2025 19:09:42 [*]  Simulation Finished
10/16/2025 19:09:45 [*]  Playbook Finished
10/16/2025 19:09:45 [*]  Starting T1140 Simulation on DESKTOP-G2OBL3D
10/16/2025 19:09:45 [*]  Simulator running from C:\Tools\PurpleSharp\PurpleSharp_x64.exe with PID:6844 as DESKTOP-G2OBL3D\student
10/16/2025 19:09:45 [*]  Using the Win32 API call CreateProcess to execute: 'certutil -decode encodedb64.txt decoded.exe'
10/16/2025 19:09:45 [*]  Process successfully created. (PID): 6132
10/16/2025 19:09:45 [*]  Simulation Finished
10/16/2025 19:09:45 [*]  Playbook Finished
10/16/2025 19:16:16 [*]  Starting T1140 Simulation on DESKTOP-G2OBL3D
10/16/2025 19:16:16 [*]  Simulator running from C:\Tools\PurpleSharp\PurpleSharp_x64.exe with PID:2912 as DESKTOP-G2OBL3D\student
10/16/2025 19:16:16 [*]  Using the Win32 API call CreateProcess to execute: 'certutil -decode encodedb64.txt decoded.exe'
10/16/2025 19:16:16 [*]  Process successfully created. (PID): 7428
10/16/2025 19:16:16 [*]  Simulation Finished
10/16/2025 19:16:16 [*]  Playbook Finished
10/16/2025 19:16:54 [*]  Starting T1140 Simulation on DESKTOP-G2OBL3D
10/16/2025 19:16:54 [*]  Simulator running from C:\Tools\PurpleSharp\PurpleSharp_x64.exe with PID:2652 as DESKTOP-G2OBL3D\student
10/16/2025 19:16:54 [*]  Using the Win32 API call CreateProcess to execute: 'certutil -decode encodedb64.txt decoded.exe'
10/16/2025 19:16:54 [*]  Process successfully created. (PID): 2408
10/16/2025 19:16:54 [*]  Simulation Finished
10/16/2025 19:16:54 [*]  Playbook Finished
10/16/2025 19:18:00 [*]  Starting T1140 Simulation on DESKTOP-G2OBL3D
10/16/2025 19:18:00 [*]  Simulator running from C:\Tools\PurpleSharp\PurpleSharp_x64.exe with PID:7404 as DESKTOP-G2OBL3D\student
10/16/2025 19:18:00 [*]  Using the Win32 API call CreateProcess to execute: 'certutil -decode encodedb64.txt decoded.exe'
10/16/2025 19:18:00 [*]  Process successfully created. (PID): 8088
10/16/2025 19:18:00 [*]  Simulation Finished
10/16/2025 19:18:00 [*]  Playbook Finished
10/16/2025 19:20:04 [*]  Starting T1140 Simulation on DESKTOP-G2OBL3D
10/16/2025 19:20:04 [*]  Simulator running from C:\Tools\PurpleSharp\PurpleSharp_x64.exe with PID:2168 as DESKTOP-G2OBL3D\student
10/16/2025 19:20:04 [*]  Using the Win32 API call CreateProcess to execute: 'certutil -decode encodedb64.txt decoded.exe'
10/16/2025 19:20:04 [*]  Process successfully created. (PID): 6408
10/16/2025 19:20:04 [*]  Simulation Finished
10/16/2025 19:20:04 [*]  Playbook Finished
10/16/2025 19:21:22 [*]  Starting T1140 Simulation on DESKTOP-G2OBL3D
10/16/2025 19:21:22 [*]  Simulator running from C:\Tools\PurpleSharp\PurpleSharp_x64.exe with PID:7436 as DESKTOP-G2OBL3D\student
10/16/2025 19:21:22 [*]  Using the Win32 API call CreateProcess to execute: 'certutil -decode encodedb64.txt decoded.exe'
10/16/2025 19:21:22 [*]  Process successfully created. (PID): 3028
10/16/2025 19:21:22 [*]  Simulation Finished
10/16/2025 19:21:22 [*]  Playbook Finished
10/16/2025 19:22:44 [*]  Starting T1049 Simulation on DESKTOP-G2OBL3D
10/16/2025 19:22:44 [*]  Simulator running from C:\Tools\PurpleSharp\PurpleSharp_x64.exe with PID:7756 as DESKTOP-G2OBL3D\student
10/16/2025 19:22:44 [*]  Using the Win32 API call CreateProcess to execute: 'netstat'
10/16/2025 19:22:44 [*]  Process successfully created. (PID): 6044
10/16/2025 19:22:44 [*]  Using the Win32 API call CreateProcess to execute: 'net use'
10/16/2025 19:22:44 [*]  Process successfully created. (PID): 8088
10/16/2025 19:22:44 [*]  Using the Win32 API call CreateProcess to execute: 'net session'
10/16/2025 19:22:44 [*]  Process successfully created. (PID): 2448
10/16/2025 19:22:44 [*]  Simulation Finished
10/16/2025 19:22:44 [*]  Playbook Finished
10/16/2025 19:26:06 [*]  Starting T1049 Simulation on DESKTOP-G2OBL3D
10/16/2025 19:26:06 [*]  Simulator running from C:\Tools\PurpleSharp\PurpleSharp_x64.exe with PID:4892 as DESKTOP-G2OBL3D\student
10/16/2025 19:26:06 [*]  Using the Win32 API call CreateProcess to execute: 'netstat'
10/16/2025 19:26:06 [*]  Process successfully created. (PID): 5636
10/16/2025 19:26:06 [*]  Using the Win32 API call CreateProcess to execute: 'net use'
10/16/2025 19:26:06 [*]  Process successfully created. (PID): 8172
10/16/2025 19:26:06 [*]  Using the Win32 API call CreateProcess to execute: 'net session'
10/16/2025 19:26:06 [*]  Process successfully created. (PID): 1420
10/16/2025 19:26:06 [*]  Simulation Finished
10/16/2025 19:26:06 [*]  Playbook Finished
10/16/2025 19:26:43 [*]  Playbook Finished
10/16/2025 19:26:47 [*]  Starting T1087.001 Simulation on DESKTOP-G2OBL3D
10/16/2025 19:26:47 [*]  Simulator running from C:\Tools\PurpleSharp\PurpleSharp_x64.exe with PID:3112 as DESKTOP-G2OBL3D\student
10/16/2025 19:26:47 [*]  Using the command line to execute the technique
10/16/2025 19:26:47 [*]  Using the System.Diagnostics .NET namespace to execute 'net.exe user'
10/16/2025 19:26:47 [*]  Process successfully created. (PID): 2408
10/16/2025 19:26:47 [*]  User accounts for \\DESKTOP-G2OBL3D
10/16/2025 19:26:47 [*]  -------------------------------------------------------------------------------
10/16/2025 19:26:47 [*]  Administrator            DefaultAccount           Guest                    
10/16/2025 19:26:47 [*]  student                  test                     WDAGUtilityAccount       
10/16/2025 19:26:47 [*]  The command completed successfully.
10/16/2025 19:26:47 [*]  Simulation Finished
10/16/2025 19:26:47 [*]  Playbook Finished
10/16/2025 19:27:11 [*]  Starting T1087.001 Simulation on DESKTOP-G2OBL3D
10/16/2025 19:27:11 [*]  Simulator running from C:\Tools\PurpleSharp\PurpleSharp_x64.exe with PID:2848 as DESKTOP-G2OBL3D\student
10/16/2025 19:27:11 [*]  Using the command line to execute the technique
10/16/2025 19:27:11 [*]  Using the System.Diagnostics .NET namespace to execute 'net.exe user'
10/16/2025 19:27:11 [*]  Process successfully created. (PID): 4812
10/16/2025 19:27:11 [*]  User accounts for \\DESKTOP-G2OBL3D
10/16/2025 19:27:11 [*]  -------------------------------------------------------------------------------
10/16/2025 19:27:11 [*]  Administrator            DefaultAccount           Guest                    
10/16/2025 19:27:11 [*]  student                  test                     WDAGUtilityAccount       
10/16/2025 19:27:11 [*]  The command completed successfully.
10/16/2025 19:27:11 [*]  Simulation Finished
10/16/2025 19:27:11 [*]  Playbook Finished
10/16/2025 19:30:33 [*]  Starting T1003.001 Simulation on DESKTOP-G2OBL3D
10/16/2025 19:30:33 [*]  Simulator running from C:\Tools\PurpleSharp\PurpleSharp_x64.exe with PID:968 as DESKTOP-G2OBL3D\student
10/16/2025 19:30:33 [*]  Identified lsass.exe with Process ID:808
10/16/2025 19:30:33 [*]  Trying to obtain a process handle to lsass.exe (PID:808)
10/16/2025 19:30:33 [*]  Exception: Access is denied
10/16/2025 19:30:33 [*]  Simulation Failed
10/16/2025 19:30:33 [*]  Playbook Finished
10/16/2025 19:33:54 [*]  Starting T1055.004 Simulation on DESKTOP-G2OBL3D
10/16/2025 19:33:54 [*]  Simulator running from C:\Tools\PurpleSharp\PurpleSharp_x64.exe with PID:4300 as DESKTOP-G2OBL3D\student
10/16/2025 19:33:54 [*]  Process Notepad.exe with PID:6744 started for the injection
10/16/2025 19:33:55 [*]  Calling OpenProcess on PID:6744
10/16/2025 19:33:55 [*]  Calling VirtualAllocEx on PID:6744
10/16/2025 19:33:55 [*]  Calling WriteProcessMemory on PID:6744
10/16/2025 19:33:55 [*]  Calling QueueUserAPC on ThreadId:720
10/16/2025 19:33:55 [*]  Simulation Finished
10/16/2025 19:33:55 [*]  Playbook Finished
10/16/2025 19:34:07 [*]  Starting T1055.003 Simulation on DESKTOP-G2OBL3D
10/16/2025 19:34:07 [*]  Simulator running from C:\Tools\PurpleSharp\PurpleSharp_x64.exe with PID:4940 as DESKTOP-G2OBL3D\student
10/16/2025 19:34:07 [*]  Process Notepad.exe with PID:2824 started for the injection
10/16/2025 19:34:08 [*]  Calling OpenProcess on PID:2824
10/16/2025 19:34:08 [*]  Calling VirtualAllocEx on PID:2824
10/16/2025 19:34:08 [*]  Calling WriteProcessMemory on PID:2824
10/16/2025 19:34:08 [*]  Calling SuspendThread on threadId: 2884
10/16/2025 19:34:08 [*]  Current EIP: 140705814935460
10/16/2025 19:34:08 [*]  Calling SetThreadContext on threadId:2884
10/16/2025 19:34:08 [*]  New EIP : 2224834805760
10/16/2025 19:34:08 [*]  Calling ResumeThread on threadId:2884
10/16/2025 19:34:08 [*]  Simulation Finished
10/16/2025 19:34:08 [*]  Playbook Finished
10/16/2025 19:34:14 [*]  Starting T1055.002 Simulation on DESKTOP-G2OBL3D
10/16/2025 19:34:14 [*]  Simulator running from C:\Tools\PurpleSharp\PurpleSharp_x64.exe with PID:1732 as DESKTOP-G2OBL3D\student
10/16/2025 19:34:14 [*]  Process Notepad.exe with PID:3044 started for the injection
10/16/2025 19:34:15 [*]  Calling OpenProcess on PID:3044
10/16/2025 19:34:16 [*]  Calling VirtualAllocEx on PID:3044
10/16/2025 19:34:16 [*]  Calling WriteProcessMemory on PID:3044
10/16/2025 19:34:16 [*]  Calling CreateRemoteThread on PID:3044
10/16/2025 19:34:16 [*]  Simulation Finished
10/16/2025 19:34:16 [*]  Playbook Finished
10/16/2025 19:34:29 [*]  Playbook Finished
10/16/2025 19:35:40 [*]  Starting T1059.001 Simulation on DESKTOP-G2OBL3D
10/16/2025 19:35:40 [*]  Simulator running from C:\Tools\PurpleSharp\PurpleSharp_x64.exe with PID:3660 as DESKTOP-G2OBL3D\student
10/16/2025 19:35:40 [*]  Using the command line to execute the technique
10/16/2025 19:35:40 [*]  Using the Win32 API call CreateProcess to execute: 'powershell.exe -enc UwB0AGEAcgB0AC0AUwBsAGUAZQBwACAALQBzACAAMgAwAA=='
10/16/2025 19:35:40 [*]  Process successfully created. (PID): 688
10/16/2025 19:35:40 [*]  Simulation Finished
10/16/2025 19:35:40 [*]  Playbook Finished
10/16/2025 19:36:24 [*]  Starting T1059.003 Simulation on DESKTOP-G2OBL3D
10/16/2025 19:36:24 [*]  Simulator running from C:\Tools\PurpleSharp\PurpleSharp_x64.exe with PID:7216 as DESKTOP-G2OBL3D\student
10/16/2025 19:36:24 [*]  Using the Win32 API call CreateProcess to execute: 'cmd.exe /C whoami'
10/16/2025 19:36:25 [*]  Process successfully created. (PID): 2796
10/16/2025 19:36:25 [*]  Simulation Finished
10/16/2025 19:36:25 [*]  Playbook Finished
10/16/2025 19:37:02 [*]  Playbook Finished
10/16/2025 19:37:08 [*]  Playbook Finished
10/16/2025 19:37:56 [*]  Starting T1053.005 Simulation on DESKTOP-G2OBL3D
10/16/2025 19:37:56 [*]  Simulator running from C:\Tools\PurpleSharp\PurpleSharp_x64.exe with PID:1824 as DESKTOP-G2OBL3D\student
10/16/2025 19:37:56 [*]  Using the command line to execute the technique
10/16/2025 19:37:56 [*]  Using the Win32 API call CreateProcess to execute: 'SCHTASKS /CREATE /SC DAILY /TN BadScheduledTask /TR "C:\Windows\Temp\xyz12345.exe" /ST 13:00'
10/16/2025 19:37:56 [*]  Process successfully created. (PID): 7500
10/16/2025 19:37:56 [*]  The created Scheduled Task BadScheduledTask was not deleted as part of the simulation
10/16/2025 19:37:56 [*]  Simulation Finished
10/16/2025 19:37:56 [*]  Playbook Finished
10/16/2025 19:38:21 [*]  Starting T1053.005 Simulation on DESKTOP-G2OBL3D
10/16/2025 19:38:21 [*]  Simulator running from C:\Tools\PurpleSharp\PurpleSharp_x64.exe with PID:5856 as DESKTOP-G2OBL3D\student
10/16/2025 19:38:21 [*]  Using the command line to execute the technique
10/16/2025 19:38:21 [*]  Using the Win32 API call CreateProcess to execute: 'SCHTASKS /CREATE /SC DAILY /TN BadScheduledTask /TR "C:\Windows\Temp\xyz12345.exe" /ST 13:00'
10/16/2025 19:38:21 [*]  Process successfully created. (PID): 832
10/16/2025 19:38:21 [*]  The created Scheduled Task BadScheduledTask was not deleted as part of the simulation
10/16/2025 19:38:21 [*]  Simulation Finished
10/16/2025 19:38:21 [*]  Playbook Finished
10/16/2025 19:38:40 [*]  Starting T1053.005 Simulation on DESKTOP-G2OBL3D
10/16/2025 19:38:40 [*]  Simulator running from C:\Tools\PurpleSharp\PurpleSharp_x64.exe with PID:4780 as DESKTOP-G2OBL3D\student
10/16/2025 19:38:40 [*]  Using the command line to execute the technique
10/16/2025 19:38:40 [*]  Using the Win32 API call CreateProcess to execute: 'SCHTASKS /CREATE /SC DAILY /TN BadScheduledTask /TR "C:\Windows\Temp\xyz12345.exe" /ST 13:00'
10/16/2025 19:38:40 [*]  Process successfully created. (PID): 4372
10/16/2025 19:38:40 [*]  The created Scheduled Task BadScheduledTask was not deleted as part of the simulation
10/16/2025 19:38:40 [*]  Simulation Finished
10/16/2025 19:38:40 [*]  Playbook Finished
10/16/2025 19:39:29 [*]  Starting T1547.001 Simulation on DESKTOP-G2OBL3D
10/16/2025 19:39:29 [*]  Simulator running from C:\Tools\PurpleSharp\PurpleSharp_x64.exe with PID:3380 as DESKTOP-G2OBL3D\student
10/16/2025 19:39:29 [*]  Using the Microsoft.Win32 .NET namespace to execute the technique
10/16/2025 19:39:29 [*]  Created Regkey: HKCU\\SOFTWARE\\Microsoft\\Windows\\CurrentVersion\\Run\\BadApp - C:\\Windows\\Temp\\xyz123456.exe 
10/16/2025 19:39:29 [*]  The created RegKey : HKCU\\SOFTWARE\\Microsoft\\Windows\\CurrentVersion\\Run\\BadApp was not deleted as part of the simulation
10/16/2025 19:39:29 [*]  Simulation Finished
10/16/2025 19:39:29 [*]  Playbook Finished
10/16/2025 19:39:57 [*]  Starting T1543.003 Simulation on DESKTOP-G2OBL3D
10/16/2025 19:39:57 [*]  Simulator running from C:\Tools\PurpleSharp\PurpleSharp_x64.exe with PID:3124 as DESKTOP-G2OBL3D\student
10/16/2025 19:39:57 [*]  Using the Win32 API CreateService function to execute the technique
10/16/2025 19:39:57 [*]  Could not create Service. Error Code: 1073
10/16/2025 19:39:57 [*]  Simulation Finished
10/16/2025 19:39:57 [*]  Playbook Finished
10/16/2025 19:40:33 [*]  Starting T1049 Simulation on DESKTOP-G2OBL3D
10/16/2025 19:40:33 [*]  Simulator running from C:\Tools\PurpleSharp\PurpleSharp_x64.exe with PID:8068 as DESKTOP-G2OBL3D\student
10/16/2025 19:40:33 [*]  Using the Win32 API call CreateProcess to execute: 'netstat'
10/16/2025 19:40:33 [*]  Process successfully created. (PID): 3068
10/16/2025 19:40:33 [*]  Using the Win32 API call CreateProcess to execute: 'net use'
10/16/2025 19:40:33 [*]  Process successfully created. (PID): 3668
10/16/2025 19:40:33 [*]  Using the Win32 API call CreateProcess to execute: 'net session'
10/16/2025 19:40:33 [*]  Process successfully created. (PID): 7644
10/16/2025 19:40:33 [*]  Simulation Finished
10/16/2025 19:40:33 [*]  Playbook Finished
12/23/2025 15:03:15 [*]  Starting T1059.001 Simulation on DESKTOP-G2OBL3D
12/23/2025 15:03:15 [*]  Simulator running from C:\Tools\PurpleSharp\PurpleSharp_x64.exe with PID:8440 as DESKTOP-G2OBL3D\student
12/23/2025 15:03:15 [*]  Using the command line to execute the technique
12/23/2025 15:03:15 [*]  Using the Win32 API call CreateProcess to execute: 'powershell.exe -enc UwB0AGEAcgB0AC0AUwBsAGUAZQBwACAALQBzACAAMgAwAA=='
12/23/2025 15:03:15 [*]  Process successfully created. (PID): 3268
12/23/2025 15:03:15 [*]  Simulation Finished
12/23/2025 15:03:15 [*]  Playbook Finished
12/23/2025 15:03:38 [*]  Starting T1059.001 Simulation on DESKTOP-G2OBL3D
12/23/2025 15:03:38 [*]  Simulator running from C:\Tools\PurpleSharp\PurpleSharp_x64.exe with PID:6532 as DESKTOP-G2OBL3D\student
12/23/2025 15:03:38 [*]  Using the command line to execute the technique
12/23/2025 15:03:38 [*]  Using the Win32 API call CreateProcess to execute: 'powershell.exe -enc UwB0AGEAcgB0AC0AUwBsAGUAZQBwACAALQBzACAAMgAwAA=='
12/23/2025 15:03:38 [*]  Process successfully created. (PID): 7456
12/23/2025 15:03:38 [*]  Simulation Finished
12/23/2025 15:03:38 [*]  Playbook Finished
12/23/2025 15:06:22 [*]  Starting T1059.003 Simulation on DESKTOP-G2OBL3D
12/23/2025 15:06:22 [*]  Simulator running from C:\Tools\PurpleSharp\PurpleSharp_x64.exe with PID:9684 as DESKTOP-G2OBL3D\student
12/23/2025 15:06:22 [*]  Using the Win32 API call CreateProcess to execute: 'cmd.exe /C whoami'
12/23/2025 15:06:22 [*]  Process successfully created. (PID): 9716
12/23/2025 15:06:22 [*]  Simulation Finished
12/23/2025 15:06:22 [*]  Playbook Finished
12/23/2025 15:08:43 [*]  Starting T1140 Simulation on DESKTOP-G2OBL3D
12/23/2025 15:08:43 [*]  Simulator running from C:\Tools\PurpleSharp\PurpleSharp_x64.exe with PID:10172 as DESKTOP-G2OBL3D\student
12/23/2025 15:08:43 [*]  Using the Win32 API call CreateProcess to execute: 'certutil -decode encodedb64.txt decoded.exe'
12/23/2025 15:08:43 [*]  Process successfully created. (PID): 10208
12/23/2025 15:08:43 [*]  Simulation Finished
12/23/2025 15:08:43 [*]  Playbook Finished
12/23/2025 15:10:37 [*]  Starting T1049 Simulation on DESKTOP-G2OBL3D
12/23/2025 15:10:37 [*]  Simulator running from C:\Tools\PurpleSharp\PurpleSharp_x64.exe with PID:5248 as DESKTOP-G2OBL3D\student
12/23/2025 15:10:37 [*]  Using the Win32 API call CreateProcess to execute: 'netstat'
12/23/2025 15:10:37 [*]  Process successfully created. (PID): 10020
12/23/2025 15:10:37 [*]  Using the Win32 API call CreateProcess to execute: 'net use'
12/23/2025 15:10:37 [*]  Process successfully created. (PID): 2612
12/23/2025 15:10:37 [*]  Using the Win32 API call CreateProcess to execute: 'net session'
12/23/2025 15:10:37 [*]  Process successfully created. (PID): 7836
12/23/2025 15:10:37 [*]  Simulation Finished
12/23/2025 15:10:37 [*]  Playbook Finished
12/23/2025 15:13:18 [*]  Starting T1087.001 Simulation on DESKTOP-G2OBL3D
12/23/2025 15:13:18 [*]  Simulator running from C:\Tools\PurpleSharp\PurpleSharp_x64.exe with PID:3108 as DESKTOP-G2OBL3D\student
12/23/2025 15:13:18 [*]  Using the command line to execute the technique
12/23/2025 15:13:18 [*]  Using the System.Diagnostics .NET namespace to execute 'net.exe user'
12/23/2025 15:13:18 [*]  Process successfully created. (PID): 9680
12/23/2025 15:13:18 [*]  User accounts for \\DESKTOP-G2OBL3D
12/23/2025 15:13:18 [*]  -------------------------------------------------------------------------------
12/23/2025 15:13:18 [*]  Administrator            DefaultAccount           Guest                    
12/23/2025 15:13:18 [*]  student                  test                     WDAGUtilityAccount       
12/23/2025 15:13:18 [*]  The command completed successfully.
12/23/2025 15:13:18 [*]  Simulation Finished
12/23/2025 15:13:18 [*]  Playbook Finished
12/23/2025 15:15:01 [*]  Starting T1087.001 Simulation on DESKTOP-G2OBL3D
12/23/2025 15:15:01 [*]  Simulator running from C:\Tools\PurpleSharp\PurpleSharp_x64.exe with PID:10228 as DESKTOP-G2OBL3D\student
12/23/2025 15:15:01 [*]  Using the command line to execute the technique
12/23/2025 15:15:01 [*]  Using the System.Diagnostics .NET namespace to execute 'net.exe user'
12/23/2025 15:15:01 [*]  Process successfully created. (PID): 1464
12/23/2025 15:15:01 [*]  User accounts for \\DESKTOP-G2OBL3D
12/23/2025 15:15:01 [*]  -------------------------------------------------------------------------------
12/23/2025 15:15:01 [*]  Administrator            DefaultAccount           Guest                    
12/23/2025 15:15:01 [*]  student                  test                     WDAGUtilityAccount       
12/23/2025 15:15:01 [*]  The command completed successfully.
12/23/2025 15:15:01 [*]  Simulation Finished
12/23/2025 15:15:01 [*]  Playbook Finished
